type,latitude,longitude,name,address,seating_type,number_of_seats,Location,Building address,Block ID,Property ID,Base property ID,CLUE small area
Cafes and Restaurants,-37.81791,144.9491,Hawkers Corner And Krabbys Crab Boil,Shop 6 Concourse 720 Bourke Street DOCKLANDS VIC 3008,Indoor & Outdoor,60,"-37.8067, 144.96535",74 Victoria Street CARLTON VIC 3053,266,109851,109851,Carlton
Cafes and Restaurants,-37.80052,144.959,Haymarket Place,Ground 212 Berkeley Street CARLTON VIC 3053,Indoor & Outdoor,10,"-37.80671, 144.96547",70 Victoria Street CARLTON VIC 3053,266,534003,534003,Carlton
Cafes and Restaurants,-37.81545,144.96876,Hazel,Level 1 164 Flinders Lane MELBOURNE VIC 3000,Indoor,150,"-37.80672, 144.96553",68 Victoria Street CARLTON VIC 3053,266,534005,534005,Carlton
Cafes and Restaurants,-37.81543,144.97139,Swiss Club Restaurant,Part Level 1 87 Flinders Lane MELBOURNE VIC 3000,Indoor,100,"-37.79726, 144.96575",377-391 Cardigan Street CARLTON VIC 3053,204,101613,101613,Carlton
Takeaway Food Services,-37.81247,144.96393,T Mix,"Shop 344, 287 Lonsdale Street MELBOURNE VIC 3000",Indoor,26,"-37.799, 144.96477",740-750 Swanston Street CARLTON VIC 3053,205,573290,573290,Carlton
Cafes and Restaurants,-37.80119,144.96649,Tabouli,189 Lygon Street CARLTON VIC 3053,Indoor & Outdoor,20,"-37.80019, 144.96672",219-221 Lygon Street CARLTON VIC 3053,206,106118,106118,Carlton
Cafes and Restaurants,-37.81699,144.96049,Taco Bill Collins Street,Basement 412 Collins Street MELBOURNE VIC 3000,Indoor,80,"-37.80005, 144.96674",225-229 Lygon Street CARLTON VIC 3053,206,106120,106120,Carlton
Cafes and Restaurants,-37.81299,144.96842,Taco Bill Mexican Restaurant,Part Level 1 142 Russell Street MELBOURNE VIC 3000,Indoor,50,"-37.79818, 144.96708",305 Lygon Street CARLTON VIC 3053,207,106144,106144,Carlton
Cafes and Restaurants,-37.81635,144.98731,Tadka Hut Indian Cuisine,Ground 82 Wellington Parade EAST MELBOURNE VIC 3002,Indoor,36,"-37.79812, 144.96698",307 Lygon Street CARLTON VIC 3053,207,106145,106145,Carlton
Cafes and Restaurants,-37.81465,144.95707,Tahini Lebanese Diner,"Shop 1-2, LwrGround 518 Little Bourke Street MELBOURNE VIC 3000",Indoor & Outdoor,24,"-37.79812, 144.96698",307 Lygon Street CARLTON VIC 3053,207,106145,106145,Carlton
Cafes and Restaurants,-37.81186,144.96453,Taiwan Cafe,273 Swanston Street MELBOURNE VIC 3000,Indoor,56,"-37.79735, 144.96723",337-343 Lygon Street CARLTON VIC 3053,207,106154,106154,Carlton
Cafes and Restaurants,-37.81392,144.95431,Taketori Fusion Japanese,Part Gnd & Flr1 267-271 King Street MELBOURNE VIC 3000,Indoor,40,"-37.79686, 144.96638",330-332 Cardigan Street CARLTON VIC 3053,208,101660,101660,Carlton
Cafes and Restaurants,-37.81584,144.96633,Tako Sushi Japanses Cafe,"Shop 2, Ground 227 Collins Street MELBOURNE VIC 3000",Indoor,20,"-37.79475, 144.96925",478 Drummond Street CARLTON VIC 3053,212,106871,102697,Carlton
Cafes and Restaurants,-37.81136,144.97198,Takumi Japanese Restaurant,"Shop 2, Ground 32 Bourke Street MELBOURNE VIC 3000",Indoor,50,"-37.79714, 144.96939",156-160 Elgin Street CARLTON VIC 3053,215,103142,103142,Carlton
Cafes and Restaurants,-37.81224,144.96918,Tan Hot Pot,Gnd & Bmt 130 Bourke Street MELBOURNE VIC 3000,Indoor,76,"-37.79692, 144.97032",401 Rathdowne Street CARLTON VIC 3053,215,108197,108197,Carlton
Cafes and Restaurants,-37.81214,144.96179,Tang Huo Kung Fu,277 Elizabeth Street MELBOURNE VIC 3000,Indoor,75,"-37.79778, 144.96927",348 Drummond Street CARLTON VIC 3053,216,102715,102715,Carlton
Cafes and Restaurants,-37.8037,144.96611,Tank Fish And Chippery,Ground 149 Lygon Street CARLTON VIC 3053,Indoor & Outdoor,18,"-37.79758, 144.96929",161-169 Elgin Street CARLTON VIC 3053,216,103101,103101,Carlton
Cafes and Restaurants,-37.8129,144.95557,Tao's Asian BBQ Kitchen,"Shop 1, Ground 466-468 Little Lonsdale Street MELBOURNE VIC 3000",Indoor & Outdoor,40,"-37.79838, 144.96849",313-315 Drummond Street CARLTON VIC 3053,217,102686,102686,Carlton
Cafes and Restaurants,-37.82045,144.94346,Tap 831,829-831A Bourke Street DOCKLANDS VIC 3008,Indoor & Outdoor,58,"-37.79746, 144.96821",189 Elgin Street CARLTON VIC 3053,217,103107,103107,Carlton
Cafes and Restaurants,-37.81226,144.96753,Ta-Ta House,179 Russell Street MELBOURNE VIC 3000,Indoor,80,"-37.79857, 144.96849",176-178 Faraday Street CARLTON VIC 3053,217,103710,103710,Carlton
Cafes and Restaurants,-37.81885,144.94508,Tataki Noodles & Dumplings,"Shop 8, 800 Bourke Street DOCKLANDS VIC 3008",Indoor & Outdoor,70,"-37.79858, 144.96859",172-174 Faraday Street CARLTON VIC 3053,217,103711,103711,Carlton
Cafes and Restaurants,-37.81825,144.96139,Tavistock House Cafe,"Shop 3, 387 Flinders Lane MELBOURNE VIC 3000",Indoor & Outdoor,35,"-37.79804, 144.96815",368-386 Lygon Street CARLTON VIC 3053,217,106193,106193,Carlton
Cafes and Restaurants,-37.81778,144.96994,Taxi Kitchen,"Tenancy 29, Level 1 2 Swanston Street MELBOURNE VIC 3000",Indoor,220,"-37.79804, 144.96815",368-386 Lygon Street CARLTON VIC 3053,217,106193,106193,Carlton
Cafes and Restaurants,-37.81541,144.97122,Tazio,Basement & Ground - Lvl 1 91 Flinders Lane MELBOURNE VIC 3000,Indoor,144,"-37.79833, 144.96763",362 Lygon Street CARLTON VIC 3053,217,106196,106196,Carlton
Takeaway Food Services,-37.80908,144.96047,Tea Bag,Ground 421 Elizabeth Street MELBOURNE VIC 3000,Indoor,8,"-37.79769, 144.96838",8 Raffa Place CARLTON VIC 3053,217,612757,612757,Carlton
Cafes and Restaurants,-37.81104,144.96894,Tea House At Chinatown,Ground 11-17 Cohen Place MELBOURNE VIC 3000,Indoor,100,"-37.79769, 144.96838",8 Raffa Place CARLTON VIC 3053,217,612757,612757,Carlton
Cafes and Restaurants,-37.82952,144.98128,Tea rooms and Terrace Royal Botanic Gardens,Tea Rooms Royal Botanic Gardens Alexandra Avenue MELBOURNE VIC 3004,Indoor & Outdoor,200,"-37.79899, 144.96844",295-297 Drummond Street CARLTON VIC 3053,218,102685,102685,Carlton
Takeaway Food Services,-37.81036,144.96375,Tealive,"Shop 3, Ground 335-347 Swanston Street MELBOURNE VIC 3000",Indoor,22,"-37.79899, 144.96844",295-297 Drummond Street CARLTON VIC 3053,218,102685,102685,Carlton
Cafes and Restaurants,-37.82094,144.96817,Teatro,Part 100 St Kilda Road SOUTHBANK VIC 3006,Indoor & Outdoor,100,"-37.799, 144.9678",201-203 Faraday Street CARLTON VIC 3053,218,103689,103689,Carlton
Takeaway Food Services,-37.81813,144.94735,Teej Cafe,760 Bourke Street DOCKLANDS VIC 3008,Indoor & Outdoor,4,"-37.8006, 144.96788",48-50 Grattan Street CARLTON VIC 3053,218,104477,104477,Carlton
Cafes and Restaurants,-37.82376,144.96325,Ten BBQ & Hotpot Buffet,143 City Road SOUTHBANK VIC 3006,Indoor,110,"-37.79916, 144.96749",334-336 Lygon Street CARLTON VIC 3053,218,106203,106203,Carlton
Cafes and Restaurants,-37.81195,144.9607,Ten Square Cafe,118-120 Hardware Street MELBOURNE VIC 3000,Indoor & Outdoor,20,"-37.79963, 144.96759",316-318 Lygon Street CARLTON VIC 3053,218,106210,106210,Carlton
Cafes and Restaurants,-37.81629,144.9604,Tengu Melbourne,431 Little Collins Street MELBOURNE VIC 3000,Indoor,26,"-37.79963, 144.96759",316-318 Lygon Street CARLTON VIC 3053,218,106210,106210,Carlton
Cafes and Restaurants,-37.81479,144.96744,Teppanyaki Inn,"Rear Shop 2, Ground 182 Collins Street MELBOURNE VIC 3000",Indoor,70,"-37.79979, 144.96742",306-308 Lygon Street CARLTON VIC 3053,218,106212,106212,Carlton
Cafes and Restaurants,-37.81661,144.95955,Terrace Deli,Part Ground 459 Little Collins Street MELBOURNE VIC 3000,Indoor & Outdoor,32,"-37.79979, 144.96742",306-308 Lygon Street CARLTON VIC 3053,218,106212,106212,Carlton
"Pubs, Taverns and Bars",-37.82138,144.96752,Testing Ground,1-23 City Road SOUTHBANK VIC 3006,Outdoor,50,"-37.7979, 144.97242",63 Elgin Street CARLTON VIC 3053,223,103070,103070,Carlton
Cafes and Restaurants,-37.81247,144.96393,Tetsujin,Shop M04 287 Lonsdale Street MELBOURNE VIC 3000,Indoor,100,"-37.7979, 144.97242",63 Elgin Street CARLTON VIC 3053,223,103070,103070,Carlton
Cafes and Restaurants,-37.8109,144.96284,TGI Fridays Restarant & Bar,"Shop 313, Level 3 300 Lonsdale Street MELBOURNE VIC 3000",Indoor,330,"-37.79781, 144.97103",109 Elgin Street CARLTON VIC 3053,223,103086,103086,Carlton
Cafes and Restaurants,-37.80444,144.9667,Thai City Restaurant,124 Lygon Street CARLTON VIC 3053,Indoor & Outdoor,55,"-37.79514, 144.97119",180 Rathdowne Street CARLTON VIC 3053,226,108228,108228,Carlton
Cafes and Restaurants,-37.81473,144.95528,Thai Kitchen Beer,Gnd & Flr1 232 King Street MELBOURNE VIC 3000,Indoor,40,"-37.79523, 144.97118",176 Rathdowne Street CARLTON VIC 3053,226,108230,108230,Carlton
Cafes and Restaurants,-37.82163,144.944,Thai Thani Docklands,"Tenancy 3, 851 Collins Street DOCKLANDS VIC 3008",Indoor & Outdoor,53,"-37.79532, 144.97116",172 Rathdowne Street CARLTON VIC 3053,226,108232,108232,Carlton
Cafes and Restaurants,-37.81296,144.9685,Thai Tide,171 Bourke Street MELBOURNE VIC 3000,Indoor,100,"-37.79538, 144.97115",168-170 Rathdowne Street CARLTON VIC 3053,226,108233,108233,Carlton
Cafes and Restaurants,-37.81068,144.96573,Thai Town Melbourne,25 Artemis Lane MELBOURNE VIC 3000,Indoor,150,"-37.79554, 144.97112",160-162 Rathdowne Street CARLTON VIC 3053,226,108236,108236,Carlton
Cafes and Restaurants,-37.81507,144.96578,Thai Viet,"Shop 4, 115 Swanston Street MELBOURNE VIC 3000",Indoor & Outdoor,5,"-37.80168, 144.95824",226 Pelham Street MELBOURNE VIC 3000,239,107547,107547,Carlton
Cafes and Restaurants,-37.81625,144.96054,Thailander,Ground 425 Little Collins Street MELBOURNE VIC 3000,Indoor,30,"-37.80169, 144.95833",222-224 Pelham Street MELBOURNE VIC 3000,239,107548,107548,Carlton
Cafes and Restaurants,-37.82092,144.96337,Thailander Riverside Quay,Part Ground 4 Riverside Quay SOUTHBANK VIC 3006,Indoor,52,"-37.80052, 144.959",212 Berkeley Street CARLTON VIC 3053,240,101052,101052,Carlton
Takeaway Food Services,-37.81507,144.96523,The Alley Edition,20 Howey Place MELBOURNE VIC 3000,Indoor,6,"-37.80186, 144.95923",196-198 Pelham Street CARLTON VIC 3053,240,107551,107551,Carlton
Takeaway Food Services,-37.81274,144.96628,The Alley Lujiaoxiang,Part 222 Bourke Street MELBOURNE VIC 3000,Indoor,10,"-37.80058, 144.9633",167 Grattan Street CARLTON VIC 3053,243,104455,104455,Carlton
Cafes and Restaurants,-37.82952,144.98128,The Atlantic Group,Gardens House Royal Botanic Gardens Birdwood Avenue MELBOURNE VIC 3004,Indoor & Outdoor,200,"-37.80058, 144.9633",167 Grattan Street CARLTON VIC 3053,243,104455,104455,Carlton
Cafes and Restaurants,-37.82316,144.95833,The Atlantic Restaurant,"Shop 18, Ground 8 Whiteman Street SOUTHBANK VIC 3006",Indoor,180,"-37.80062, 144.96364",743-751 Swanston Street CARLTON VIC 3053,243,109330,109330,Carlton
Cafes and Restaurants,-37.81431,144.97263,The Atrium on 35,Part Level 35 35 Collins Street MELBOURNE VIC 3000,Indoor,150,"-37.80062, 144.96364",743-751 Swanston Street CARLTON VIC 3053,243,109330,109330,Carlton
Cafes and Restaurants,-37.81661,144.96108,The Bank On Collins,394 Collins Street MELBOURNE VIC 3000,Indoor,100,"-37.80077, 144.9651",251-257 Cardigan Street CARLTON VIC 3053,245,104450,104450,Carlton
Cafes and Restaurants,-37.81068,144.95928,The Basement Cafe,Shop LwrGround 350 La Trobe Street MELBOURNE VIC 3000,Indoor & Outdoor,12,"-37.80077, 144.9651",251-257 Cardigan Street CARLTON VIC 3053,245,104450,104450,Carlton
Cafes and Restaurants,-37.80671,144.96542,The Best Guilin Rice Noodles,72 Victoria Street CARLTON VIC 3053,Indoor,30,"-37.80063, 144.96424",680-682 Swanston Street CARLTON VIC 3053,245,109360,109360,Carlton
Cafes and Restaurants,-37.82432,144.95343,The Boatbuilders Yard,Part 23 South Wharf Promenade SOUTH WHARF VIC 3006,Indoor & Outdoor,336,"-37.80069, 144.96423",678 Swanston Street CARLTON VIC 3053,245,109361,109361,Carlton
"Pubs, Taverns and Bars",-37.81783,144.95561,The Bottom End,577-583 Little Collins Street MELBOURNE VIC 3000,Indoor,70,"-37.80096, 144.9642",Astorial Apartments 660-674 Swanston Street CARLTON VIC 3053,245,110987,110987,Carlton
"Pubs, Taverns and Bars",-37.8132,144.96765,The Carlton Hotel,Levels 1-4  and Rooftop 193-199 Bourke Street MELBOURNE VIC 3000,Indoor,140,"-37.8019, 144.96433",Building D Seasons Apartments 604 Swanston Street CARLTON VIC 3053,245,581508,538825,Carlton
Cafes and Restaurants,-37.79858,144.96859,The Carlton Wine Room,Ground 172-174 Faraday Street CARLTON VIC 3053,Indoor & Outdoor,20,"-37.80133, 144.96563",156-164 Cardigan Street CARLTON VIC 3053,246,101693,101693,Carlton
"Pubs, Taverns and Bars",-37.8009,144.95303,The Castle Hotel,56-58 Courtney Street NORTH MELBOURNE VIC 3051,Indoor & Outdoor,160,"-37.80107, 144.96622",81-109 Grattan Street CARLTON VIC 3053,246,104447,104447,Carlton
"Pubs, Taverns and Bars",-37.81553,144.96434,The Charles Dickens Tavern,Part Basement 290 Collins Street MELBOURNE VIC 3000,Indoor,120,"-37.8008, 144.96562",117 Grattan Street CARLTON VIC 3053,246,104449,104449,Carlton
Cafes and Restaurants,-37.81451,144.95056,The Coffee Club,"Shop 213, Level 1 201 Spencer Street DOCKLANDS VIC 3008",Indoor & Outdoor,70,"-37.80179, 144.96645",167 Lygon Street CARLTON VIC 3053,246,106100,106100,Carlton
Cafes and Restaurants,-37.81528,144.96264,The Commercial Bakery,Part Ground & Rear 360 Little Collins Street MELBOURNE VIC 3000,Indoor,70,"-37.80172, 144.96646",169 Lygon Street CARLTON VIC 3053,246,106101,106101,Carlton
Cafes and Restaurants,-37.81551,144.95676,The Common,"Shop 2, Ground 570 Bourke Street MELBOURNE VIC 3000",Indoor,106,"-37.80166, 144.96647",171 Lygon Street CARLTON VIC 3053,246,106102,106102,Carlton
"Pubs, Taverns and Bars",-37.81368,144.96815,The Crafty Squire,115-127 Russell Street MELBOURNE VIC 3000,Indoor & Outdoor,100,"-37.80161, 144.96648",173 Lygon Street CARLTON VIC 3053,246,106103,106103,Carlton
Cafes and Restaurants,-37.81203,144.96628,The Crane,212 Little Bourke Street MELBOURNE VIC 3000,Indoor,80,"-37.80156, 144.96649",175 Lygon Street CARLTON VIC 3053,246,106104,106104,Carlton
Cafes and Restaurants,-37.81422,144.96174,The Cupcake Queens,32 Hardware Lane MELBOURNE VIC 3000,Indoor & Outdoor,16,"-37.80119, 144.96649",189 Lygon Street CARLTON VIC 3053,246,106107,106107,Carlton
"Pubs, Taverns and Bars",-37.8062,144.9657,The Curtin,John Curtin Hotel 27-31 Lygon Street CARLTON VIC 3053,Indoor & Outdoor,16,"-37.80114, 144.9665",191 Lygon Street CARLTON VIC 3053,246,106108,106108,Carlton
Cafes and Restaurants,-37.82072,144.9663,The Deck,"Shop 1-2, Upper Lvl 3 Southgate Avenue SOUTHBANK VIC 3006",Indoor & Outdoor,20,"-37.8009, 144.96667",201-203 Lygon Street CARLTON VIC 3053,246,106110,106110,Carlton
Cafes and Restaurants,-37.81166,144.95325,The Dispensa,377 King Street WEST MELBOURNE VIC 3003,Indoor,19,"-37.80102, 144.96665",197 Lygon Street CARLTON VIC 3053,246,106111,106111,Carlton
"Pubs, Taverns and Bars",-37.80667,144.9555,The Drunken Poet Pty Ltd,Ground 65 Peel Street WEST MELBOURNE VIC 3003,Indoor & Outdoor,35,"-37.80081, 144.96568",115 Grattan Street CARLTON VIC 3053,246,559024,559024,Carlton
"Pubs, Taverns and Bars",-37.81641,144.97009,The Duke of Wellington,Ground & Level 1-2 142-148 Flinders Street MELBOURNE VIC 3000,Indoor & Outdoor,12,"-37.80119, 144.96716",256 Lygon Street CARLTON VIC 3053,247,106227,106227,Carlton
Cafes and Restaurants,-37.79677,144.96121,The Dumplings & Tea Co,"Shop 39, Ground Union House Building 130 230 Grattan Street PARKVILLE VIC 3010",Indoor & Outdoor,48,"-37.80163, 144.96723",238 Lygon Street CARLTON VIC 3053,247,106232,106232,Carlton
"Pubs, Taverns and Bars",-37.81192,144.97024,The Elephant and Wheelbarrow,94-96 Bourke Street MELBOURNE VIC 3000,Indoor & Outdoor,240,"-37.80163, 144.96723",238 Lygon Street CARLTON VIC 3053,247,106232,106232,Carlton
Cafes and Restaurants,-37.82431,144.9432,The Espressonist,Part 108 River Esplanade DOCKLANDS VIC 3008,Indoor & Outdoor,90,"-37.80192, 144.96719",Carlton Lygon Lodge 220-228 Lygon Street CARLTON VIC 3053,247,106236,106236,Carlton
Cafes and Restaurants,-37.81095,144.97243,The European,Ground 161 Spring Street MELBOURNE VIC 3000,Indoor & Outdoor,18,"-37.80263, 144.96729",62 Pelham Street CARLTON VIC 3053,247,107557,107557,Carlton
Cafes and Restaurants,-37.81546,144.97173,The Fair Trader Cafe,Part Ground 11 Exhibition Street MELBOURNE VIC 3000,Indoor,100,"-37.80262, 144.96734",60 Pelham Street CARLTON VIC 3053,247,107558,107558,Carlton
Cafes and Restaurants,-37.81546,144.97173,The Fair Trader Cafe (Kiosk),Part Level 1 11 Exhibition Street MELBOURNE VIC 3000,Indoor,33,"-37.80262, 144.96734",60 Pelham Street CARLTON VIC 3053,247,107558,107558,Carlton
Cafes and Restaurants,-37.81306,144.95835,The Firm Espresso Bar,Ground 460 Lonsdale Street MELBOURNE VIC 3000,Indoor & Outdoor,48,"-37.80116, 144.9686",218-224 Drummond Street CARLTON VIC 3053,248,104445,104445,Carlton
Cafes and Restaurants,-37.81546,144.97173,The French Brasserie,2 Malthouse Lane MELBOURNE VIC 3000,Indoor & Outdoor,15,"-37.80359, 144.96674",152-154 Lygon Street CARLTON VIC 3053,252,106245,106245,Carlton
Cafes and Restaurants,-37.82411,144.95061,The General Assembly,29 South Wharf Promenade SOUTH WHARF VIC 3006,Indoor & Outdoor,260,"-37.80396, 144.96669",132-136 Lygon Street CARLTON VIC 3053,252,106248,106248,Carlton
"Pubs, Taverns and Bars",-37.8145,144.96785,The George on Collins,"Shop B1, Basement 162 Collins Street MELBOURNE VIC 3000",Indoor,150,"-37.80444, 144.9667",126 Lygon Street CARLTON VIC 3053,252,111059,106250,Carlton
Cafes and Restaurants,-37.82485,144.98246,The Glasshouse Eatery,Part The Glasshouse Olympic Park 20 Olympic Boulevard MELBOURNE VIC 3004,Indoor & Outdoor,46,"-37.80444, 144.9667",124 Lygon Street CARLTON VIC 3053,252,111060,106250,Carlton
Cafes and Restaurants,-37.83434,144.98226,The Golden Triangle Restaurant,Level 1 123C Park Street SOUTH YARRA VIC 3141,Indoor,60,"-37.80444, 144.9667",114 Lygon Street CARLTON VIC 3053,252,111064,106250,Carlton
Cafes and Restaurants,-37.81274,144.96628,The Grand BBQ,"Shop 6, 236 Bourke Street MELBOURNE VIC 3000",Indoor,30,"-37.80444, 144.9667",112 Lygon Street CARLTON VIC 3053,252,111065,106250,Carlton
Cafes and Restaurants,-37.81223,144.9709,The Grand Trailer Park Taverna,Level 1 89-91 Bourke Street MELBOURNE VIC 3000,Indoor,160,"-37.80444, 144.9667",110 Lygon Street CARLTON VIC 3053,252,111066,106250,Carlton
Cafes and Restaurants,-37.81622,144.98596,The Grey Smith,"Part Unit 1, Ground 126 Wellington Parade EAST MELBOURNE VIC 3002",Indoor & Outdoor,6,"-37.80444, 144.9667",108 Lygon Street CARLTON VIC 3053,252,111067,106250,Carlton
Cafes and Restaurants,-37.81111,144.95292,The Haileyburian,Part Ground 383 King Street WEST MELBOURNE VIC 3003,Indoor & Outdoor,36,"-37.80444, 144.9667",106 Lygon Street CARLTON VIC 3053,252,111068,106250,Carlton
Cafes and Restaurants,-37.81885,144.94508,The Harbour Kitchen,"Tenancy 1, 800 Bourke Street DOCKLANDS VIC 3008",Indoor & Outdoor,100,"-37.80444, 144.9667",80 Queensberry Street CARLTON VIC 3053,252,111070,106250,Carlton
Cafes and Restaurants,-37.8136,144.96107,The Hardware Club,Ground 43-49 Hardware Lane MELBOURNE VIC 3000,Indoor,55,"-37.80444, 144.9667",116 Lygon Street CARLTON VIC 3053,252,574430,106250,Carlton
Cafes and Restaurants,-37.81988,144.95649,The Hardware Societe,10 Katherine Place MELBOURNE VIC 3000,Indoor,70,"-37.80444, 144.9667",118 Lygon Street CARLTON VIC 3053,252,574431,106250,Carlton
Takeaway Food Services,-37.79746,144.96821,The Heart of Carlton,"Shop 1, Ground 189 Elgin Street CARLTON VIC 3053",Indoor & Outdoor,10,"-37.80468, 144.96595",95-97 Lygon Street CARLTON VIC 3053,254,106083,106083,Carlton
Cafes and Restaurants,-37.8192,144.94907,The Hof Downtown,Part Ground 737 Bourke Street DOCKLANDS VIC 3008,Indoor & Outdoor,202,"-37.80409, 144.96603",123-125 Lygon Street CARLTON VIC 3053,254,106087,106087,Carlton
Cafes and Restaurants,-37.80475,144.949,The Hot Poppy,Ground 9 Errol Street NORTH MELBOURNE VIC 3051,Indoor & Outdoor,16,"-37.80385, 144.96609",139-141 Lygon Street CARLTON VIC 3053,254,106091,106091,Carlton
Cafes and Restaurants,-37.79677,144.96121,The Ida Bar,Part Level 1 Union House Building 130 230 Grattan Street PARKVILLE VIC 3010,Indoor & Outdoor,100,"-37.80449, 144.96451",Lincoln Hotel 91-95 Cardigan Street CARLTON VIC 3053,255,101593,101593,Carlton
"Pubs, Taverns and Bars",-37.81625,144.96054,The Irish Times,Gnd & Flr1 427 Little Collins Street MELBOURNE VIC 3000,Indoor,100,"-37.80421, 144.96203",210 Queensberry Street CARLTON VIC 3053,256,108026,108026,Carlton
"Pubs, Taverns and Bars",-37.81742,144.96433,The Joint Bar,Level 1-2 35 Elizabeth Street MELBOURNE VIC 3000,Indoor & Outdoor,46,"-37.80336, 144.96278",19-21 Lincoln Square South CARLTON VIC 3053,256,518847,518847,Carlton
Cafes and Restaurants,-37.81706,144.9659,The Journal Canteen,Part Ground & Mezzanine 253-265 Flinders Lane MELBOURNE VIC 3000,Indoor & Outdoor,60,"-37.8024, 144.96113",163 Pelham Street CARLTON VIC 3053,257,525989,525989,Carlton
